accession,assay,organism,status,hsHSR_28,mmHSR_882,mmLM_343,mmLM_363,mmLM_540,mmLM_543,mmHSR_1865,mmHSR_2365
ENCFF564QHA,DNase-seq,human,released,93.0,21.0,13.0,5.0,5.0,19.0,7.0,10.0
ENCFF854JBY,ChIP-seq,human,released,3.0,4.0,9.0,3.0,9.0,10.0,5.0,13.0
ENCFF664EKB,ChIP-seq,human,released,2.0,18.0,24.0,4.0,8.0,3.0,7.0,3.0
ENCFF984DIG,ChIP-seq,human,revoked,245.0,82.0,9.0,9.0,13.0,14.0,9.0,10.0
ENCFF344ASD,RNA-seq,mouse,released,128955.0,0.0,65.0,0.0,34.0,1.0,0.0,0.0
ENCFF064CIH,ChIP-seq,human,released,5.0,10.0,13.0,8.0,6.0,1.0,2.0,8.0
ENCFF664MOB,ChIP-seq,human,released,4.0,1.0,7.0,22.0,0.0,4.0,3.0,2.0
ENCFF524BOS,ChIP-seq,human,released,2.0,4.0,4.0,12.0,6.0,9.0,11.0,3.0
ENCFF844GGA,ChIP-seq,human,released,0.0,6.0,2.0,5.0,3.0,3.0,14.0,6.0
ENCFF994CCK,ChIP-seq,human,released,5.0,6.0,3.0,6.0,2.0,2.0,0.0,5.0
ENCFF064QVK,ChIP-seq,human,released,1.0,8.0,2.0,4.0,3.0,9.0,11.0,9.0
ENCFF214YFS,ChIP-seq,human,released,7.0,14.0,6.0,4.0,8.0,14.0,4.0,8.0
ENCFF394JRB,ChIP-seq,human,released,5.0,10.0,4.0,5.0,10.0,9.0,4.0,10.0
ENCFF714DJA,ChIP-seq,human,released,5.0,20.0,9.0,7.0,12.0,4.0,10.0,6.0
ENCFF024GVU,ChIP-seq,human,released,5.0,17.0,12.0,6.0,5.0,15.0,4.0,9.0
ENCFF844VGS,ChIP-seq,human,released,3.0,3.0,8.0,2.0,7.0,5.0,3.0,10.0
ENCFF974HNE,ChIP-seq,human,released,3.0,7.0,6.0,4.0,5.0,5.0,5.0,5.0
ENCFF174BDW,ChIP-seq,human,released,1.0,6.0,6.0,5.0,5.0,18.0,8.0,4.0
ENCFF974YUN,DNase-seq,human,released,18.0,12.0,23.0,2.0,6.0,6.0,7.0,2.0
ENCFF824RYM,ChIP-seq,human,released,6.0,4.0,6.0,5.0,6.0,9.0,1.0,2.0
ENCFF814IOZ,ChIP-seq,human,released,6.0,14.0,15.0,2.0,6.0,14.0,9.0,5.0
ENCFF394YVI,ChIP-seq,human,released,25.0,11.0,8.0,10.0,7.0,6.0,11.0,10.0
ENCFF544QKY,DNase-seq,mouse,released,3593.0,84.0,27.0,5.0,17.0,200.0,55.0,103.0
ENCFF224CSP,ChIP-seq,human,released,4.0,16.0,10.0,2.0,11.0,6.0,5.0,6.0
ENCFF224YNN,ChIP-seq,human,released,6.0,31.0,11.0,9.0,4.0,9.0,9.0,9.0
ENCFF204WOM,ChIP-seq,human,released,2.0,13.0,16.0,7.0,4.0,12.0,8.0,6.0
ENCFF784WGE,DNase-seq,human,released,4.0,10.0,16.0,6.0,3.0,19.0,5.0,6.0
ENCFF874WXJ,ChIP-seq,human,released,4.0,10.0,3.0,5.0,5.0,4.0,11.0,4.0
ENCFF794WLB,ChIP-seq,human,released,7.0,12.0,11.0,4.0,5.0,8.0,8.0,4.0
ENCFF874XRD,ChIP-seq,mouse,released,386.0,71.0,18.0,14.0,14.0,11.0,15.0,8.0
ENCFF604UUW,ChIP-seq,human,released,4.0,6.0,13.0,4.0,14.0,7.0,9.0,4.0
ENCFF494NHX,ChIP-seq,human,released,7.0,11.0,6.0,7.0,5.0,8.0,9.0,7.0
ENCFF674ELJ,ChIP-seq,human,released,8.0,7.0,38.0,4.0,14.0,1.0,4.0,5.0
ENCFF834HOB,ChIP-seq,human,released,3.0,2.0,13.0,0.0,4.0,10.0,0.0,3.0
ENCFF624VHF,eCLIP,human,released,85.0,134.0,27.0,0.0,11.0,0.0,0.0,9.0
ENCFF324BOP,ChIP-seq,human,released,9.0,15.0,26.0,3.0,6.0,6.0,3.0,6.0
ENCFF064VKZ,ChIP-seq,human,released,4.0,15.0,10.0,8.0,0.0,4.0,8.0,10.0
ENCFF064RLS,ChIP-seq,human,released,22.0,66.0,22.0,2.0,5.0,63.0,7.0,7.0
ENCFF644HZD,ChIP-seq,human,released,5.0,9.0,7.0,7.0,10.0,9.0,12.0,8.0
ENCFF844WFU,ChIP-seq,human,released,2.0,11.0,9.0,4.0,4.0,6.0,1.0,8.0
ENCFF414KRU,ChIP-seq,human,released,1.0,5.0,5.0,1.0,2.0,3.0,1.0,2.0
ENCFF764SLS,ChIP-seq,human,released,5.0,11.0,16.0,6.0,5.0,5.0,6.0,8.0
ENCFF784TJM,ChIP-seq,human,released,6.0,10.0,8.0,5.0,5.0,13.0,9.0,11.0
ENCFF444HVB,RNA-seq,human,released,0.0,128.0,127.0,0.0,34.0,0.0,0.0,0.0
ENCFF834MVO,ChIP-seq,human,released,5.0,5.0,6.0,3.0,10.0,10.0,4.0,4.0
ENCFF424NNR,ChIP-seq,human,released,1.0,7.0,5.0,2.0,6.0,7.0,7.0,13.0
ENCFF964LJV,ChIP-seq,human,released,9.0,34.0,15.0,2.0,4.0,17.0,3.0,7.0
ENCFF104YFG,eCLIP,human,released,19.0,99.0,19.0,0.0,4.0,0.0,0.0,7.0
ENCFF924OEQ,ChIP-seq,human,released,6.0,9.0,9.0,7.0,2.0,6.0,3.0,7.0
ENCFF124AVY,ChIP-seq,human,released,5.0,5.0,5.0,6.0,4.0,3.0,4.0,6.0
ENCFF004MFZ,ChIP-seq,human,released,3.0,9.0,18.0,11.0,9.0,13.0,9.0,8.0
ENCFF114GDI,ChIP-seq,human,released,2.0,7.0,39.0,3.0,11.0,1.0,6.0,7.0
ENCFF244EEK,DNase-seq,human,released,23.0,14.0,13.0,6.0,1.0,5.0,3.0,5.0
ENCFF324VEZ,ChIP-seq,human,released,5.0,3.0,8.0,6.0,3.0,10.0,3.0,3.0
ENCFF334YKC,ChIP-seq,human,released,5.0,7.0,1.0,4.0,3.0,4.0,7.0,3.0
ENCFF104RGC,ChIP-seq,human,released,5.0,11.0,14.0,4.0,8.0,6.0,11.0,3.0
ENCFF484VFP,ChIP-seq,human,released,6.0,11.0,10.0,3.0,8.0,14.0,3.0,10.0
ENCFF644XQQ,DNase-seq,human,released,53.0,71.0,49.0,30.0,6.0,60.0,19.0,13.0
ENCFF974IXG,ChIP-seq,human,released,3.0,10.0,12.0,5.0,8.0,5.0,8.0,10.0
ENCFF944YVL,ChIP-seq,human,released,6.0,8.0,15.0,13.0,4.0,5.0,10.0,3.0
ENCFF904CSC,ChIP-seq,human,released,0.0,4.0,19.0,0.0,9.0,5.0,3.0,7.0
ENCFF334XXP,ChIP-seq,human,released,4.0,28.0,12.0,6.0,3.0,14.0,10.0,2.0
ENCFF144MID,ChIP-seq,human,released,5.0,2.0,3.0,2.0,6.0,7.0,2.0,6.0
ENCFF944XGP,ChIP-seq,human,released,1.0,27.0,36.0,4.0,6.0,6.0,1.0,7.0
ENCFF044XBY,ChIP-seq,human,released,9.0,13.0,11.0,5.0,6.0,3.0,4.0,9.0
ENCFF874PCG,eCLIP,human,released,718.0,179.0,130.0,0.0,42.0,12.0,0.0,8.0
ENCFF924XII,ChIP-seq,human,released,5.0,67.0,112.0,3.0,3.0,3.0,4.0,4.0
ENCFF914DCO,ChIP-seq,human,released,0.0,3.0,4.0,11.0,4.0,8.0,9.0,9.0
ENCFF574GRS,ChIP-seq,human,released,3.0,10.0,10.0,5.0,7.0,2.0,4.0,3.0
ENCFF824PZK,ChIP-seq,human,released,7.0,22.0,16.0,11.0,5.0,11.0,7.0,2.0
ENCFF764XAO,ChIP-seq,human,released,7.0,19.0,12.0,6.0,7.0,7.0,4.0,9.0
ENCFF024KFQ,ChIP-seq,human,released,4.0,8.0,3.0,3.0,2.0,8.0,2.0,2.0
ENCFF704DVM,ChIP-seq,human,released,3.0,8.0,10.0,5.0,5.0,3.0,3.0,4.0
ENCFF034CDQ,ChIP-seq,human,released,3.0,16.0,10.0,11.0,7.0,16.0,8.0,9.0
ENCFF334JZP,ChIP-seq,human,released,2.0,1.0,8.0,6.0,3.0,3.0,2.0,4.0
ENCFF924DGL,ChIP-seq,human,released,4.0,50.0,91.0,2.0,8.0,3.0,3.0,6.0
ENCFF124FQL,ChIP-seq,human,released,2.0,11.0,7.0,4.0,4.0,1.0,6.0,5.0
ENCFF434LIC,ChIP-seq,human,released,5.0,8.0,13.0,9.0,7.0,16.0,10.0,11.0
ENCFF414CUM,ChIP-seq,human,released,1.0,9.0,7.0,7.0,1.0,7.0,1.0,1.0
ENCFF134QTD,ChIP-seq,human,released,9.0,17.0,7.0,7.0,1.0,7.0,1.0,9.0
ENCFF754MGS,ChIP-seq,human,released,4.0,3.0,8.0,8.0,1.0,6.0,3.0,6.0
ENCFF134YVA,ChIP-seq,human,released,7.0,18.0,10.0,3.0,4.0,6.0,3.0,7.0
ENCFF704WYD,ChIP-seq,human,released,7.0,4.0,6.0,13.0,7.0,5.0,0.0,8.0
ENCFF104GRV,ChIP-seq,human,released,2.0,4.0,8.0,3.0,2.0,6.0,2.0,4.0
ENCFF744DSA,ChIP-seq,human,released,4.0,10.0,9.0,6.0,3.0,5.0,9.0,3.0
ENCFF014COL,ChIP-seq,human,released,3.0,32.0,10.0,4.0,6.0,6.0,6.0,7.0
ENCFF994VQR,ChIP-seq,human,released,3.0,8.0,7.0,5.0,6.0,3.0,4.0,3.0
ENCFF364DUT,ChIP-seq,human,released,3.0,1.0,17.0,2.0,10.0,7.0,0.0,9.0
ENCFF884LFX,ChIP-seq,human,released,0.0,7.0,4.0,5.0,6.0,10.0,1.0,10.0
ENCFF304ODN,ChIP-seq,human,released,4.0,2.0,11.0,4.0,9.0,5.0,3.0,10.0
ENCFF734UQS,ChIP-seq,human,released,1.0,6.0,4.0,5.0,1.0,5.0,0.0,8.0
ENCFF684VBM,ChIP-seq,mouse,released,1692.0,8.0,2.0,1.0,7.0,10.0,2.0,5.0
ENCFF194GXC,ChIP-seq,human,released,0.0,1.0,6.0,15.0,4.0,8.0,0.0,9.0
ENCFF044SMX,ChIP-seq,human,released,0.0,7.0,0.0,7.0,6.0,5.0,10.0,3.0
ENCFF784FGJ,ChIP-seq,human,released,1.0,10.0,9.0,6.0,8.0,3.0,1.0,9.0
ENCFF334PTC,ChIP-seq,human,released,3.0,11.0,12.0,7.0,6.0,9.0,11.0,7.0
ENCFF004KTT,eCLIP,human,released,1222.0,1002.0,294.0,0.0,15.0,1.0,0.0,5.0
ENCFF564OWD,ChIP-seq,human,released,5.0,2.0,5.0,3.0,6.0,7.0,2.0,14.0
ENCFF604EFO,ChIP-seq,human,released,4.0,6.0,5.0,3.0,6.0,9.0,3.0,4.0
ENCFF024BLF,ChIP-seq,human,released,3.0,7.0,7.0,5.0,5.0,7.0,4.0,8.0
ENCFF664VDZ,ChIP-seq,human,released,5.0,23.0,4.0,4.0,5.0,6.0,5.0,4.0
ENCFF274WPR,ChIP-seq,human,released,3.0,1.0,6.0,6.0,3.0,8.0,13.0,4.0
ENCFF444OJK,ChIP-seq,human,released,0.0,1.0,3.0,12.0,0.0,4.0,17.0,3.0
ENCFF464GUK,eCLIP,human,released,659.0,124.0,96.0,0.0,4.0,0.0,0.0,7.0
ENCFF084ZUJ,DNase-seq,human,released,12.0,8.0,5.0,3.0,3.0,5.0,1.0,0.0
ENCFF794RTB,ChIP-seq,human,released,5.0,4.0,8.0,7.0,7.0,4.0,3.0,10.0
ENCFF364LFM,ChIP-seq,human,released,2.0,2.0,3.0,6.0,0.0,6.0,15.0,2.0
ENCFF494HXX,ChIP-seq,human,released,2.0,4.0,10.0,7.0,7.0,10.0,7.0,8.0
ENCFF514AGP,ChIP-seq,human,released,3.0,2.0,3.0,12.0,1.0,4.0,14.0,2.0
ENCFF754YRV,ChIP-seq,human,released,4.0,8.0,45.0,5.0,15.0,4.0,2.0,9.0
ENCFF634LYE,ChIP-seq,human,released,3.0,16.0,4.0,2.0,5.0,2.0,6.0,5.0
ENCFF924QKT,ChIP-seq,human,released,3.0,5.0,4.0,2.0,6.0,6.0,7.0,5.0
ENCFF674YIB,DNase-seq,human,released,1.0,36.0,11.0,6.0,0.0,26.0,4.0,8.0
ENCFF074FGT,ChIP-seq,human,released,5.0,7.0,7.0,2.0,8.0,4.0,4.0,5.0
ENCFF954PVT,ChIP-seq,human,released,1.0,11.0,9.0,6.0,10.0,2.0,1.0,7.0
ENCFF304LCV,ChIP-seq,human,released,5.0,13.0,9.0,4.0,5.0,10.0,4.0,5.0
ENCFF164EWM,ChIP-seq,human,released,3.0,10.0,5.0,1.0,5.0,4.0,1.0,7.0
ENCFF724UQB,eCLIP,human,released,169.0,50.0,6.0,0.0,0.0,0.0,0.0,2.0
ENCFF764FMC,ChIP-seq,human,released,0.0,3.0,7.0,4.0,4.0,3.0,2.0,6.0
ENCFF064PBI,ChIP-seq,human,released,5.0,10.0,9.0,3.0,5.0,5.0,5.0,5.0
ENCFF534QUU,ChIP-seq,human,released,3.0,4.0,6.0,0.0,8.0,4.0,3.0,13.0
ENCFF684QBO,ChIP-seq,human,released,3.0,5.0,4.0,4.0,2.0,8.0,6.0,3.0
ENCFF414LSV,ChIP-seq,human,released,1.0,1.0,7.0,3.0,5.0,7.0,2.0,7.0
ENCFF954EQC,ChIP-seq,human,released,6.0,4.0,8.0,10.0,6.0,3.0,2.0,14.0
ENCFF614XZH,ChIP-seq,human,released,36.0,92.0,26.0,6.0,12.0,76.0,8.0,8.0
ENCFF944PIE,ChIP-seq,human,released,1.0,6.0,11.0,4.0,12.0,8.0,1.0,7.0
ENCFF164HGV,ChIP-seq,human,released,6.0,3.0,3.0,9.0,3.0,6.0,4.0,7.0
ENCFF044XEI,ChIP-seq,human,released,4.0,4.0,3.0,5.0,7.0,3.0,3.0,4.0
ENCFF844EBG,ChIP-seq,human,released,2.0,3.0,11.0,11.0,4.0,2.0,3.0,4.0
ENCFF984QNB,ChIP-seq,human,released,8.0,11.0,5.0,0.0,11.0,10.0,1.0,8.0
ENCFF914BEE,ChIP-seq,human,released,0.0,6.0,11.0,2.0,7.0,4.0,1.0,3.0
ENCFF664XVK,ChIP-seq,human,released,6.0,9.0,7.0,4.0,4.0,1.0,7.0,6.0
ENCFF444RVE,ChIP-seq,human,released,4.0,25.0,40.0,1.0,9.0,3.0,4.0,2.0
ENCFF004CFB,ChIP-seq,human,released,7.0,10.0,10.0,3.0,1.0,8.0,3.0,5.0
ENCFF274CBE,ChIP-seq,human,released,5.0,5.0,22.0,4.0,8.0,11.0,6.0,5.0
ENCFF594KTU,eCLIP,human,revoked,3190.0,74.0,43.0,0.0,5.0,0.0,0.0,4.0
ENCFF464PSG,ChIP-seq,human,released,3.0,8.0,5.0,4.0,3.0,6.0,4.0,3.0
ENCFF614VTZ,eCLIP,human,released,74.0,84.0,46.0,0.0,4.0,0.0,0.0,5.0
ENCFF494KWC,ChIP-seq,human,released,14.0,34.0,12.0,8.0,6.0,15.0,5.0,8.0
ENCFF934OZA,ChIP-seq,human,released,4.0,12.0,8.0,6.0,6.0,3.0,9.0,4.0
ENCFF324SQL,ChIP-seq,human,released,5.0,14.0,12.0,5.0,6.0,4.0,2.0,7.0
ENCFF754HRP,ChIP-seq,human,released,6.0,2.0,7.0,3.0,6.0,9.0,5.0,5.0
ENCFF604JVY,ChIP-seq,human,released,6.0,7.0,6.0,10.0,1.0,6.0,4.0,6.0
ENCFF784ZXO,ChIP-seq,human,released,4.0,7.0,6.0,3.0,0.0,7.0,1.0,2.0
ENCFF014POW,ChIP-seq,human,released,3.0,2.0,8.0,1.0,7.0,7.0,5.0,8.0
ENCFF154QUD,ChIP-seq,human,released,7.0,10.0,8.0,7.0,8.0,4.0,5.0,4.0
ENCFF054AIM,ChIP-seq,human,released,5.0,13.0,17.0,7.0,7.0,9.0,8.0,8.0
ENCFF014LNL,ChIP-seq,human,released,7.0,11.0,3.0,8.0,1.0,1.0,3.0,3.0
ENCFF974FKI,DNase-seq,human,released,0.0,12.0,12.0,6.0,2.0,8.0,6.0,2.0
ENCFF284PRM,ChIP-seq,human,released,4.0,16.0,12.0,12.0,6.0,5.0,6.0,5.0
ENCFF864NKH,ChIP-seq,human,released,6.0,12.0,6.0,3.0,6.0,1.0,9.0,7.0
ENCFF054ALX,ChIP-seq,human,released,2.0,7.0,3.0,5.0,0.0,7.0,5.0,4.0
ENCFF494HGS,ChIP-seq,human,released,3.0,14.0,7.0,6.0,7.0,2.0,4.0,11.0
ENCFF374BGY,eCLIP,human,released,200.0,71.0,53.0,0.0,10.0,0.0,0.0,8.0
ENCFF024DOG,ChIP-seq,human,released,8.0,31.0,3.0,2.0,4.0,3.0,4.0,2.0
ENCFF904ABZ,ChIP-seq,human,released,3.0,1.0,8.0,10.0,2.0,3.0,1.0,4.0
ENCFF834UNL,ChIP-seq,human,released,3.0,3.0,6.0,7.0,7.0,4.0,7.0,8.0
ENCFF314XLK,ChIP-seq,human,released,2.0,13.0,4.0,2.0,6.0,7.0,4.0,4.0
ENCFF064XIS,ChIP-seq,human,released,35.0,18.0,12.0,4.0,16.0,10.0,11.0,14.0
ENCFF874CGL,DNase-seq,human,released,18.0,1.0,27.0,1.0,7.0,9.0,2.0,3.0
ENCFF784WMT,ChIP-seq,human,released,2.0,6.0,12.0,6.0,3.0,20.0,2.0,8.0
ENCFF254QHM,ChIP-seq,human,released,3.0,13.0,14.0,6.0,3.0,3.0,8.0,6.0
ENCFF754KJE,ChIP-seq,human,released,2.0,16.0,13.0,5.0,5.0,9.0,0.0,8.0
ENCFF594MZI,ChIP-seq,human,released,5.0,13.0,9.0,3.0,6.0,14.0,2.0,7.0
ENCFF384XDE,ChIP-seq,human,released,5.0,9.0,6.0,2.0,8.0,4.0,5.0,5.0
ENCFF864NHW,ChIP-seq,human,released,3.0,3.0,7.0,2.0,6.0,5.0,2.0,7.0
ENCFF654WAT,ChIP-seq,human,released,5.0,13.0,3.0,6.0,1.0,6.0,4.0,2.0
ENCFF144PQT,DNase-seq,human,released,419.0,15.0,6.0,3.0,2.0,62.0,3.0,4.0
ENCFF874XOR,ChIP-seq,human,released,3.0,18.0,10.0,6.0,7.0,6.0,5.0,3.0
ENCFF864KFW,ChIP-seq,human,released,3.0,21.0,12.0,8.0,5.0,7.0,5.0,2.0
ENCFF514LLX,ChIP-seq,human,released,4.0,5.0,9.0,6.0,0.0,4.0,4.0,6.0
ENCFF404PSS,ChIP-seq,human,released,2.0,4.0,7.0,1.0,7.0,8.0,2.0,7.0
ENCFF564JQX,ChIP-seq,human,released,7.0,6.0,4.0,3.0,4.0,7.0,5.0,8.0
ENCFF134XRJ,ChIP-seq,human,released,4.0,16.0,6.0,4.0,2.0,3.0,8.0,5.0
ENCFF544TBD,ChIP-seq,human,released,2.0,7.0,5.0,0.0,5.0,2.0,3.0,7.0
ENCFF244ECY,ChIP-seq,human,released,1.0,10.0,2.0,1.0,6.0,17.0,4.0,6.0
ENCFF394AAV,ChIP-seq,human,released,2.0,5.0,10.0,4.0,5.0,8.0,5.0,9.0
ENCFF044HRW,eCLIP,human,released,366.0,103.0,52.0,0.0,5.0,0.0,0.0,11.0
ENCFF754HYY,ChIP-seq,human,released,4.0,4.0,3.0,5.0,3.0,9.0,10.0,4.0
ENCFF504NQF,ChIP-seq,human,released,6.0,1.0,7.0,3.0,3.0,10.0,8.0,10.0
ENCFF924OJH,ChIP-seq,human,released,1.0,13.0,9.0,5.0,1.0,8.0,4.0,8.0
ENCFF664CJO,ChIP-seq,human,released,4.0,12.0,14.0,6.0,5.0,2.0,3.0,8.0
ENCFF134NRR,ChIP-seq,human,released,7.0,29.0,12.0,3.0,6.0,4.0,1.0,2.0
ENCFF354WFS,ChIP-seq,human,released,3.0,8.0,8.0,0.0,6.0,4.0,3.0,4.0
ENCFF824UFC,ChIP-seq,human,released,1.0,2.0,7.0,1.0,6.0,14.0,7.0,13.0
ENCFF574AEY,ChIP-seq,human,released,4.0,7.0,5.0,17.0,4.0,14.0,11.0,5.0
ENCFF834WPG,ChIP-seq,human,released,4.0,15.0,10.0,3.0,7.0,11.0,8.0,6.0
ENCFF514HQV,ChIP-seq,human,released,2.0,28.0,14.0,2.0,3.0,3.0,7.0,4.0
ENCFF534MEH,ChIP-seq,human,released,7.0,2.0,9.0,2.0,4.0,18.0,10.0,7.0
ENCFF684PNA,ChIP-seq,human,released,3.0,4.0,7.0,5.0,4.0,1.0,1.0,9.0
ENCFF334MKI,ChIP-seq,human,released,3.0,13.0,23.0,8.0,10.0,10.0,3.0,10.0
ENCFF734WDX,ChIP-seq,human,released,3.0,4.0,2.0,0.0,7.0,6.0,3.0,6.0
ENCFF514GOP,ChIP-seq,human,released,2.0,12.0,10.0,3.0,8.0,6.0,9.0,3.0
ENCFF964AKX,ChIP-seq,human,released,1.0,10.0,10.0,7.0,6.0,9.0,5.0,6.0
ENCFF324AZQ,ChIP-seq,human,released,10.0,6.0,6.0,4.0,1.0,8.0,4.0,9.0
ENCFF394KFK,ChIP-seq,human,released,6.0,19.0,21.0,5.0,3.0,5.0,3.0,5.0
ENCFF014IWX,ChIP-seq,human,released,3.0,11.0,11.0,5.0,1.0,4.0,5.0,6.0
ENCFF924QFA,ChIP-seq,human,released,4.0,13.0,29.0,8.0,4.0,7.0,3.0,1.0
ENCFF594TDS,ChIP-seq,human,released,5.0,2.0,8.0,7.0,2.0,3.0,3.0,7.0
ENCFF764LVT,ChIP-seq,human,released,2.0,10.0,10.0,3.0,6.0,10.0,3.0,4.0
ENCFF164BHA,ChIP-seq,human,released,2.0,4.0,7.0,2.0,4.0,4.0,7.0,4.0
ENCFF424HIP,ChIP-seq,mouse,released,5755.0,29.0,20.0,4.0,10.0,5.0,4.0,10.0
ENCFF994XEJ,ChIP-seq,human,released,2.0,10.0,7.0,3.0,7.0,5.0,7.0,8.0
ENCFF784YUT,DNase-seq,mouse,revoked,3404.0,21.0,17.0,3.0,15.0,37.0,24.0,78.0
ENCFF174RQV,ChIP-seq,human,released,3.0,1.0,3.0,7.0,2.0,5.0,5.0,5.0
ENCFF814UXI,ChIP-seq,human,released,3.0,38.0,13.0,3.0,2.0,7.0,9.0,2.0
ENCFF504XVN,ChIP-seq,human,released,5.0,15.0,8.0,4.0,7.0,7.0,7.0,4.0
ENCFF654XLP,ChIP-seq,human,released,6.0,9.0,9.0,4.0,5.0,2.0,4.0,5.0
ENCFF594CCE,ChIP-seq,human,released,0.0,4.0,41.0,3.0,11.0,2.0,0.0,7.0
ENCFF554AFB,ChIP-seq,human,released,2.0,7.0,10.0,5.0,7.0,6.0,0.0,3.0
ENCFF934YSB,ChIP-seq,human,released,1.0,2.0,2.0,5.0,1.0,7.0,8.0,0.0
ENCFF184JPD,ChIP-seq,human,released,0.0,11.0,7.0,6.0,9.0,5.0,6.0,6.0
ENCFF124EUD,ChIP-seq,human,released,2.0,4.0,7.0,2.0,3.0,3.0,4.0,3.0
ENCFF074HXT,DNase-seq,human,released,457.0,12.0,20.0,3.0,3.0,6.0,3.0,1.0
ENCFF704CST,ChIP-seq,mouse,released,1337.0,9.0,5.0,1.0,3.0,6.0,2.0,2.0
ENCFF714FGW,ChIP-seq,human,released,7.0,11.0,7.0,1.0,5.0,6.0,3.0,2.0
ENCFF504YRS,ChIP-seq,human,released,1.0,5.0,9.0,2.0,2.0,15.0,3.0,6.0
ENCFF854MYE,eCLIP,human,released,180.0,38.0,26.0,0.0,0.0,0.0,0.0,1.0
ENCFF524MDI,ChIP-seq,human,released,4.0,3.0,11.0,4.0,3.0,7.0,3.0,3.0
ENCFF494STF,DNase-seq,mouse,released,808.0,30.0,23.0,6.0,7.0,152.0,25.0,48.0
ENCFF114TCT,ChIP-seq,human,released,1.0,3.0,7.0,1.0,6.0,6.0,2.0,7.0
ENCFF194AIL,ChIP-seq,human,released,1.0,30.0,16.0,5.0,7.0,1.0,3.0,6.0
ENCFF584FYX,ChIP-seq,human,released,5.0,6.0,4.0,6.0,5.0,4.0,8.0,5.0
ENCFF224TOJ,ChIP-seq,human,released,4.0,9.0,7.0,2.0,6.0,5.0,2.0,7.0
ENCFF944XAC,ChIP-seq,human,released,2.0,22.0,6.0,3.0,1.0,3.0,4.0,2.0
ENCFF024QAO,ChIP-seq,human,released,4.0,21.0,6.0,5.0,9.0,16.0,3.0,4.0
ENCFF244WJF,ChIP-seq,human,released,8.0,12.0,16.0,3.0,5.0,5.0,1.0,7.0
ENCFF804KOV,ChIP-seq,human,released,2.0,10.0,8.0,4.0,3.0,2.0,2.0,7.0
ENCFF444HNM,ChIP-seq,human,released,5.0,4.0,7.0,0.0,0.0,4.0,4.0,7.0
ENCFF234AGC,ChIP-seq,human,released,4.0,1.0,6.0,5.0,6.0,4.0,3.0,7.0
ENCFF854IFQ,ChIP-seq,mouse,released,441.0,6.0,6.0,5.0,5.0,8.0,1.0,2.0
ENCFF254KJL,ChIP-seq,human,released,3.0,9.0,7.0,5.0,6.0,8.0,12.0,7.0
ENCFF044OML,DNase-seq,human,released,6.0,4.0,8.0,2.0,1.0,6.0,0.0,2.0
ENCFF744NDX,ChIP-seq,human,released,2.0,6.0,1.0,2.0,1.0,8.0,12.0,2.0
ENCFF674WAF,ChIP-seq,human,released,1.0,12.0,6.0,1.0,6.0,2.0,6.0,3.0
ENCFF694FLX,ChIP-seq,mouse,released,1367.0,8.0,2.0,0.0,2.0,4.0,3.0,1.0
ENCFF064SDM,eCLIP,human,released,14.0,54.0,20.0,0.0,7.0,0.0,0.0,3.0
ENCFF004TTN,ChIP-seq,human,released,4.0,6.0,14.0,3.0,6.0,7.0,7.0,2.0
ENCFF604ORD,ChIP-seq,human,released,2.0,5.0,4.0,3.0,3.0,4.0,1.0,5.0
ENCFF754FYS,ChIP-seq,mouse,released,41.0,45.0,9.0,2.0,6.0,4.0,10.0,21.0
ENCFF644SKL,ChIP-seq,human,released,2.0,3.0,1.0,3.0,5.0,6.0,2.0,8.0
ENCFF284RQL,ChIP-seq,human,released,1.0,14.0,7.0,2.0,6.0,2.0,3.0,6.0
ENCFF744ETX,ChIP-seq,human,released,3.0,15.0,9.0,3.0,4.0,2.0,8.0,6.0
ENCFF814BBY,ChIP-seq,human,released,7.0,21.0,7.0,3.0,5.0,10.0,6.0,4.0
ENCFF494SYJ,ChIP-seq,human,released,4.0,11.0,9.0,9.0,8.0,2.0,3.0,8.0
ENCFF114MIS,ChIP-seq,human,released,4.0,23.0,11.0,5.0,3.0,11.0,5.0,10.0
ENCFF174IBQ,DNase-seq,human,released,5.0,13.0,24.0,4.0,5.0,13.0,4.0,4.0
ENCFF724LED,ChIP-seq,human,released,5.0,9.0,4.0,7.0,5.0,12.0,1.0,6.0
ENCFF414LEL,ChIP-seq,human,released,3.0,17.0,10.0,5.0,2.0,6.0,8.0,9.0
ENCFF044BZI,ChIP-seq,human,released,1.0,11.0,10.0,3.0,1.0,3.0,4.0,6.0
ENCFF454RUH,ChIP-seq,mouse,released,153.0,10.0,6.0,0.0,9.0,1.0,1.0,3.0
ENCFF484XWD,ChIP-seq,human,released,2.0,5.0,10.0,2.0,9.0,1.0,5.0,11.0
ENCFF324ZCT,ChIP-seq,human,released,7.0,16.0,5.0,4.0,2.0,6.0,7.0,1.0
ENCFF444QAH,ChIP-seq,human,released,5.0,10.0,11.0,3.0,8.0,8.0,4.0,6.0
ENCFF894QUH,ChIP-seq,human,released,2.0,4.0,8.0,4.0,2.0,2.0,3.0,4.0
ENCFF044QUF,ChIP-seq,human,released,2.0,21.0,8.0,3.0,4.0,2.0,3.0,5.0
ENCFF794SOI,ChIP-seq,human,released,8.0,74.0,48.0,6.0,2.0,28.0,8.0,6.0
